name,description,category,badge,featured,stars,github_url,website,tags,readme_url
Narsil MCP,Blazingly fast best in class MCP server in Rust with neural engine,AI/ML,Official,true,62,https://github.com/postrv/narsil-mcp,,ai-ml,https://github.com/postrv/narsil-mcp/blob/main/README.md
Scrapeless,Real-time Google SERP results integration,Web Scraping,Official,true,61,https://github.com/scrapeless-ai/scrapeless-mcp-server,,"content-extraction,web-scraping",https://github.com/scrapeless-ai/scrapeless-mcp-server/blob/main/README.md
Rember,Create spaced repetition flashcards in Rember to remember chat learning,Learning,Official,true,59,https://github.com/rember/rember-mcp,,api-integration,https://github.com/rember/rember-mcp/blob/main/README.md
Axiom,Query and analyze your Axiom logs traces and all other event data,"Productivity,File System",Official,true,58,https://github.com/axiomhq/mcp-server-axiom,,"productivity,workflow",https://github.com/axiomhq/mcp-server-axiom/blob/main/README.md
OP.GG,Real-time gaming data across League of Legends TFT Valorant,Gaming,Official,true,54,https://github.com/opgginc/opgg-mcp,,api-integration,https://github.com/opgginc/opgg-mcp/blob/main/README.md
Mailtrap,Integrates with Mailtrap Email API,Email,Official,true,51,https://github.com/railsware/mailtrap-mcp,,"ai-ml,api-design,communication",https://github.com/railsware/mailtrap-mcp/blob/main/README.md
Twelve Data,Access real-time and historical financial market data for AI agents,Finance,Official,true,49,https://github.com/twelvedata/mcp,,"agents,finance,payment",https://github.com/twelvedata/mcp/blob/main/README.md
Last9,Bring real-time production context—logs metrics and traces—into your environment,Observability,Official,true,48,https://github.com/last9/last9-mcp-server,,"metrics,monitoring,observability",https://github.com/last9/last9-mcp-server/blob/main/README.md
gotoHuman,Human approval workflow platform for AI agents and automations,Automation,Official,true,47,https://github.com/gotohuman/gotohuman-mcp-server,,"agents,ai-ml",https://github.com/gotohuman/gotohuman-mcp-server/blob/main/README.md
Hostinger,Official Hostinger API server for services management,Hosting,Official,true,47,https://github.com/hostinger/api-mcp-server,,"api-design,api-integration",https://github.com/hostinger/api-mcp-server/blob/main/README.md
VeyraX,Control 100+ API integrations and UI components,Integration,Official,true,47,https://github.com/VeyraX/veyrax-mcp,,"api-design,api-integration",https://github.com/VeyraX/veyrax-mcp/blob/main/README.md
Gemini Cloud Assist,Manage and troubleshoot Google Cloud environment via natural language,Cloud,Official,true,46,https://github.com/googlecloudplatform/gemini-cloud-assist-mcp,,"cloud,devops",https://github.com/googlecloudplatform/gemini-cloud-assist-mcp/blob/main/README.md
Gitee,Gitee API integration for repository and pull request management,Development,Official,true,45,https://github.com/oschina/mcp-gitee,,"api-design,development,backend",https://github.com/oschina/mcp-gitee/blob/main/README.md
Metoro,Query and interact with Kubernetes environments,Kubernetes,Official,true,45,https://github.com/metoro-io/metoro-mcp-server,,"container,devops,kubernetes",https://github.com/metoro-io/metoro-mcp-server/blob/main/README.md
VideoDB,AI-driven video editing transcription and content moderation,AI/ML,Official,true,44,https://github.com/video-db/agent-toolkit,,ai-ml,https://github.com/video-db/agent-toolkit/blob/main/README.md
Buildkite,Manage Buildkite pipelines and builds,Development,Official,true,42,https://github.com/buildkite/buildkite-mcp-server,,"development,backend",https://github.com/buildkite/buildkite-mcp-server/blob/main/README.md
Trade Agent,Execute stock and crypto trades via Trade Agent,Finance,Official,true,41,https://github.com/Trade-Agent/trade-agent-mcp,,"finance,payment",https://github.com/Trade-Agent/trade-agent-mcp/blob/main/README.md
YepCode,Execute any LLM-generated code in the YepCode secure and scalable sandbox environment,Development,Official,true,41,https://github.com/yepcode/mcp-server-js,,"ai-ml,llm",https://github.com/yepcode/mcp-server-js/blob/main/README.md
Blueprint MCP,Browser automation via MCP for Chrome and Firefox,Development,Official,true,40,https://github.com/railsblueprint/blueprint-mcp,,"browser-automation,web-scraping",https://github.com/railsblueprint/blueprint-mcp/blob/main/README.md
delinea-mcp,Official Delinea MCP server for the Delinea Secret Server and Platform APIs,Development,Official,true,39,https://github.com/delineaxpm/delinea-mcp,,"api-design,development,backend",https://github.com/delineaxpm/delinea-mcp/blob/main/README.md
Mailgun,Interact with Mailgun API,Email,Official,true,39,https://github.com/mailgun/mailgun-mcp-server,,"ai-ml,api-design",https://github.com/mailgun/mailgun-mcp-server/blob/main/README.md
ZenML,Interact with your MLOps and LLMOps pipelines through your ZenML MCP server,AI/ML,Official,true,39,https://github.com/zenml-io/mcp-zenml,,"ai-ml,llm",https://github.com/zenml-io/mcp-zenml/blob/main/README.md
Unstructured,Unstructured data processing workflows in Unstructured Platform,Data,Official,true,38,https://github.com/Unstructured-IO/UNS-MCP,,"analytics,data",https://github.com/Unstructured-IO/UNS-MCP/blob/main/README.md
Globalping,Network access enabling ping traceroute mtr http and DNS resolve commands,Networking,Official,true,37,https://github.com/jsdelivr/globalping-mcp-server,,api-integration,https://github.com/jsdelivr/globalping-mcp-server/blob/main/README.md
WebScraping.AI,Interact with WebScraping.AI for web data extraction and scraping,Web Scraping,Official,true,36,https://github.com/webscraping-ai/webscraping-ai-mcp-server,,"api-design,content-extraction,web-scraping",https://github.com/webscraping-ai/webscraping-ai-mcp-server/blob/main/README.md
AlibabaCloud DevOps MCP,Yunxiao platform integration for AI assistants,Other,Official,true,35,https://github.com/aliyun/alibabacloud-devops-mcp-server,,api-integration,https://github.com/aliyun/alibabacloud-devops-mcp-server/blob/main/README.md
DexPaprika,Access real-time DEX analytics across 20+ blockchains with DexPaprika API,Productivity,Official,true,35,https://github.com/coinpaprika/dexpaprika-mcp,,"api-design,productivity,workflow",https://github.com/coinpaprika/dexpaprika-mcp/blob/main/README.md
Teradata,Tools for managing platform data quality and Teradata Database operations,Database,Official,true,35,https://github.com/Teradata/teradata-mcp-server,,"database,schema-design,sql",https://github.com/Teradata/teradata-mcp-server/blob/main/README.md
Integration App,Interact with SaaS applications on behalf of customers,Integration,Official,true,32,https://github.com/integration-app/mcp-server,,api-integration,https://github.com/integration-app/mcp-server/blob/main/README.md
ScreenshotOne,Website screenshot rendering,Utilities,Official,true,32,https://github.com/screenshotone/mcp,,api-integration,https://github.com/screenshotone/mcp/blob/main/README.md
Fireproof,Immutable ledger database with live synchronization,Database,Official,true,29,https://github.com/fireproof-storage/mcp-database-server,,"database,schema-design,sql",https://github.com/fireproof-storage/mcp-database-server/blob/main/README.md
Bitrix24 MCP-DEV,Provides AI assistants with structured access to the Bitrix24 API,Development,Official,true,28,https://github.com/bitrix24/b24restdocs/blob/main/sdk-mcp,,"api-design,development,backend",https://github.com/bitrix24/b24restdocs/blob/main/sdk-mcp/blob/main/README.md
Fibery,Perform queries and entity operations in Fibery workspace,Productivity,Official,true,27,https://github.com/Fibery-inc/fibery-mcp-server,,"productivity,workflow",https://github.com/Fibery-inc/fibery-mcp-server/blob/main/README.md
Ramp,Interact with Ramp's Developer API to run analysis on spend with LLM insights,Finance,Official,true,27,https://github.com/ramp-public/ramp-mcp,,"finance,llm,payment",https://github.com/ramp-public/ramp-mcp/blob/main/README.md
SingleStore,Database platform interaction,Database,Official,true,26,https://github.com/singlestore-labs/mcp-server-singlestore,,"database,schema-design,sql",https://github.com/singlestore-labs/mcp-server-singlestore/blob/main/README.md
Atlan,Metadata integration capabilities for AI tools,Development,Official,true,25,https://github.com/atlanhq/agent-toolkit,,"development,backend",https://github.com/atlanhq/agent-toolkit/blob/main/README.md
Couchbase,Interact with the data stored in Couchbase clusters using natural language,Development,Official,true,25,https://github.com/Couchbase-Ecosystem/mcp-server-couchbase,,"development,backend",https://github.com/Couchbase-Ecosystem/mcp-server-couchbase/blob/main/README.md
DataWorks,Provides tools for cloud resource operations via Aliyun Open API,Web Scraping,Official,true,25,https://github.com/aliyun/alibabacloud-dataworks-mcp-server,,"api-design,content-extraction,web-scraping",https://github.com/aliyun/alibabacloud-dataworks-mcp-server/blob/main/README.md
Hologres,Connect to a Hologres instance get table metadata query and analyze data,Database,Official,true,25,https://github.com/aliyun/alibabacloud-hologres-mcp-server,,"database,schema-design,sql",https://github.com/aliyun/alibabacloud-hologres-mcp-server/blob/main/README.md
EduBase,Comprehensive e-learning platform with advanced quizzing and exam management,Productivity,Official,true,24,https://github.com/EduBase/MCP,,"productivity,workflow",https://github.com/EduBase/MCP/blob/main/README.md
Inkeep,RAG Search over your content powered by Inkeep,Search,Official,true,24,https://github.com/inkeep/mcp-server-python,,"ai-ml,search,semantic-search",https://github.com/inkeep/mcp-server-python/blob/main/README.md
GreptimeDB,Provides AI assistants with a secure and structured way to explore and analyze data,Database,Official,true,23,https://github.com/GreptimeTeam/greptimedb-mcp-server,,"database,schema-design,sql",https://github.com/GreptimeTeam/greptimedb-mcp-server/blob/main/README.md
Scout Monitoring MCP,Error trace and production metric data integration,Observability,Official,true,23,https://github.com/scoutapp/scout-mcp-local,,"monitoring,observability",https://github.com/scoutapp/scout-mcp-local/blob/main/README.md
Infobip MCP servers,Global communication platform integration across channels,Communication,Official,true,22,https://github.com/infobip/mcp,,"communication,messaging",https://github.com/infobip/mcp/blob/main/README.md
Fewsats,Enable AI Agents to purchase items securely using Fewsats,E-Commerce,Official,true,21,https://github.com/Fewsats/fewsats-mcp,,"agents,ai-ml",https://github.com/Fewsats/fewsats-mcp/blob/main/README.md
Harness,Access pipelines repositories logs and artifact registries,CI/CD,Official,true,20,https://github.com/harness/mcp-server,,api-integration,https://github.com/harness/mcp-server/blob/main/README.md
Bucket,Flag features manage company data and control feature access,Productivity,Official,true,19,https://github.com/bucketco/bucket-javascript-sdk,,"productivity,workflow",https://github.com/bucketco/bucket-javascript-sdk/blob/main/README.md
Raygun,Interact with crash reporting and real-time monitoring data on Raygun accounts,Observability,Official,true,19,https://github.com/MindscapeHQ/mcp-server-raygun,,"monitoring,observability",https://github.com/MindscapeHQ/mcp-server-raygun/blob/main/README.md
GrowthBook,Create/read feature flags review experiments and manage feature flagging,Product,Official,true,18,https://github.com/growthbook/growthbook-mcp,,api-integration,https://github.com/growthbook/growthbook-mcp/blob/main/README.md
QA Sphere,Integration with QA Sphere test management system for LLM test case interaction,Testing,Official,true,18,https://github.com/Hypersequent/qasphere-mcp,,"ai-ml,llm,testing",https://github.com/Hypersequent/qasphere-mcp/blob/main/README.md
Tencent Cloud COS,Quickly integrate with Tencent Cloud Storage and Data Processing capabilities,Cloud,Official,true,18,https://github.com/Tencent/cos-mcp,,"ai-ml,cloud,embeddings",https://github.com/Tencent/cos-mcp/blob/main/README.md
Token Metrics,Fetching real-time crypto market data trading signals and analytics,Crypto,Official,true,18,https://github.com/token-metrics/mcp,,"metrics,observability",https://github.com/token-metrics/mcp/blob/main/README.md
Atla,State-of-the-art LLM evaluation API interaction,Development,Official,true,17,https://github.com/atla-ai/atla-mcp-server,,"ai-ml,api-design,llm",https://github.com/atla-ai/atla-mcp-server/blob/main/README.md
Audiense Insights,Marketing insights covering demographic and engagement analysis,Communication,Official,true,17,https://github.com/AudienseCo/mcp-audiense-insights,,"communication,messaging",https://github.com/AudienseCo/mcp-audiense-insights/blob/main/README.md
Decodo,Easy web data access. Simplified retrieval of information from websites and online sources,Development,Official,true,17,https://github.com/Decodo/decodo-mcp-server,,"development,backend",https://github.com/Decodo/decodo-mcp-server/blob/main/README.md
Currents,Enable AI Agents to fix Playwright test failures reported to Currents,Development,Official,true,14,https://github.com/currents-dev/currents-mcp,,"agents,ai-ml,playwright",https://github.com/currents-dev/currents-mcp/blob/main/README.md
Chargebee,Connects AI agents to Chargebee platform,Development,Official,true,13,https://github.com/chargebee/agentkit,,"agents,ai-ml",https://github.com/chargebee/agentkit/blob/main/README.md
ConfigCat,Manages feature flags and configurations across environments,Development,Official,true,13,https://github.com/configcat/mcp-server,,"development,backend",https://github.com/configcat/mcp-server/blob/main/README.md
IP2Location.io,IP2Location.io API integration to retrieve the geolocation information for an IP address,Networking,Official,true,13,https://github.com/ip2location/mcp-ip2location-io,,"api-design,api-integration",https://github.com/ip2location/mcp-ip2location-io/blob/main/README.md
mcpcodeserver,Transforms tool calls into TypeScript programs for smarter orchestration,Development,Official,true,13,https://github.com/zbowling/mcpcodeserver,,"development,typescript",https://github.com/zbowling/mcpcodeserver/blob/main/README.md
Scrapezy,Turn websites into datasets with Scrapezy,Web Scraping,Official,true,13,https://github.com/scrapezy/mcp,,"content-extraction,web-scraping",https://github.com/scrapezy/mcp/blob/main/README.md
Powerdrill,MCP server providing tools to interact with Powerdrill datasets for AI data analysis,Data,Official,true,12,https://github.com/powerdrillai/powerdrill-mcp,,"analytics,data",https://github.com/powerdrillai/powerdrill-mcp/blob/main/README.md
Riza,Arbitrary code execution and tool-use platform for LLMs by Riza,Development,Official,true,12,https://github.com/riza-io/riza-mcp,,"ai-ml,llm",https://github.com/riza-io/riza-mcp/blob/main/README.md
Aiven,Interact with PostgreSQL Kafka ClickHouse OpenSearch services,Productivity,Official,true,11,https://github.com/Aiven-Open/mcp-aiven,,"database,semantic-search,sql,workflow",https://github.com/Aiven-Open/mcp-aiven/blob/main/README.md
Buildable,Manages tasks track progress get project context and collaborate on projects,Web Scraping,Official,true,11,https://github.com/chunkydotdev/bldbl-mcp,,"content-extraction,web-scraping",https://github.com/chunkydotdev/bldbl-mcp/blob/main/README.md
Campertunity,"Search campgrounds around the world, check availability, provide booking links",Development,Official,true,11,https://github.com/campertunity/mcp-server,,"search,semantic-search",https://github.com/campertunity/mcp-server/blob/main/README.md
Digma,Code observability MCP enabling dynamic code analysis based on OTEL/APM data,Development,Official,true,11,https://github.com/digma-ai/digma-mcp-server,,"development,backend",https://github.com/digma-ai/digma-mcp-server/blob/main/README.md
ocireg,Enables interaction with OCI registries and container images,Cloud,Official,true,11,https://github.com/StacklokLabs/ocireg-mcp,,"cloud,devops",https://github.com/StacklokLabs/ocireg-mcp/blob/main/README.md
Root Signals,Equip AI agents with evaluation and self-improvement capabilities,AI/ML,Official,true,11,https://github.com/root-signals/root-signals-mcp,,"agents,ai-ml",https://github.com/root-signals/root-signals-mcp/blob/main/README.md
2slides,"1st, easiest, and cheapest PPT, slides, presentation AI generation MCP Server",Development,Official,true,10,https://github.com/2slides/2slides-mcp,,"development,backend",https://github.com/2slides/2slides-mcp/blob/main/README.md
DAISYS,Generate high-quality text-to-speech and text-to-voice outputs,Development,Official,true,10,https://github.com/daisys-ai/daisys-mcp,,"development,backend",https://github.com/daisys-ai/daisys-mcp/blob/main/README.md
Adfin,Payment platform for consolidating payments invoicing and accounting,Development,Official,true,9,https://github.com/Adfin-Engineering/mcp-server-adfin,,"development,backend",https://github.com/Adfin-Engineering/mcp-server-adfin/blob/main/README.md
ALAPI,Access hundreds of API interfaces via MCP,Communication,Official,true,9,https://github.com/ALAPI-SDK/mcp-alapi-cn,,"api-design,communication,messaging",https://github.com/ALAPI-SDK/mcp-alapi-cn/blob/main/README.md
Kontent.ai,Create manage and explore your content and content model using natural language,CMS,Official,true,8,https://github.com/kontent-ai/mcp-server,,api-integration,https://github.com/kontent-ai/mcp-server/blob/main/README.md
Norman Finance,Manages accounting and tax operations,Finance,Official,true,8,https://github.com/norman-finance/norman-mcp-server,,"finance,payment",https://github.com/norman-finance/norman-mcp-server/blob/main/README.md
Globus,Manage research data and computational resources,Research,Official,true,7,https://github.com/globus/globus-mcp,,"search,semantic-search",https://github.com/globus/globus-mcp/blob/main/README.md
Shipyard,Environment management and testing,DevOps,Official,true,7,https://github.com/shipyard/shipyard-cli,,"automation,devops,infrastructure",https://github.com/shipyard/shipyard-cli/blob/main/README.md
Unleash,Managing Unleash feature flags and automate best practices,Productivity,Official,true,7,https://github.com/unleash/unleash-mcp,,"productivity,workflow",https://github.com/unleash/unleash-mcp/blob/main/README.md
DevHub,Manage and utilize website content within the DevHub CMS platform,Development,Official,true,6,https://github.com/devhub/devhub-cms-mcp,,"development,backend",https://github.com/devhub/devhub-cms-mcp/blob/main/README.md
Jetty.io,Work on dataset metadata with MLCommons Croissant validation and creation,Data,Official,true,6,https://github.com/jettyio/mlcbakery,,"data,security,validation",https://github.com/jettyio/mlcbakery/blob/main/README.md
Pearch,Best people search engine that reduces the time spent on talent discovery,Recruiting,Official,true,6,https://github.com/Pearch-ai/mcp_pearch,,"frontend,semantic-search,ui-design",https://github.com/Pearch-ai/mcp_pearch/blob/main/README.md
VISO TRUST,Access and manage third-party risk program through AI assistant,Security,Official,true,6,https://github.com/visotrust/viso-mcp-server,,"compliance,security",https://github.com/visotrust/viso-mcp-server/blob/main/README.md
YetiBrowser MCP,Fully open-source solution to allow AI assistants to easily interact with existing browser,Automation,Official,true,6,https://github.com/yetidevworks/yetibrowser-mcp,,"browser-automation,web-scraping",https://github.com/yetidevworks/yetibrowser-mcp/blob/main/README.md
APIMatic MCP,OpenAPI specification validation using APIMatic,Productivity,Official,true,5,https://github.com/apimatic/apimatic-validator-mcp,,"security,validation,workflow",https://github.com/apimatic/apimatic-validator-mcp/blob/main/README.md
Hydrolix,Time-series datalake integration with schema exploration and query capabilities,Database,Official,true,5,https://github.com/hydrolix/mcp-hydrolix,,"database,schema-design,sql",https://github.com/hydrolix/mcp-hydrolix/blob/main/README.md
Mezmo MCP,Connects to observability platform for root-cause analysis,Observability,Official,true,5,https://github.com/mezmo/mezmo-mcp,,"monitoring,observability",https://github.com/mezmo/mezmo-mcp/blob/main/README.md
RAD Security,Interact with RAD Security platform for AI-powered security insights on Kubernetes,Security,Official,true,5,https://github.com/rad-security/mcp-server,,"compliance,container,kubernetes,security",https://github.com/rad-security/mcp-server/blob/main/README.md
UnifAI,Dynamically search and call tools using UnifAI Network,Integration,Official,true,5,https://github.com/unifai-network/unifai-mcp-server,,"search,semantic-search",https://github.com/unifai-network/unifai-mcp-server/blob/main/README.md
Bitnovo Pay,Cryptocurrency payment capabilities with webhook management,Communication,Official,true,4,https://github.com/bitnovo/mcp-bitnovo-pay,,"communication,messaging",https://github.com/bitnovo/mcp-bitnovo-pay/blob/main/README.md
Reexpress,Enable statistical verification for search software and data science workflows,Data Science,Official,true,4,https://github.com/ReexpressAI/reexpress_mcp_server,,"data,search,semantic-search",https://github.com/ReexpressAI/reexpress_mcp_server/blob/main/README.md
Routine,Calendar tasks and notes interaction capability,Productivity,Official,true,4,https://github.com/routineco/mcp-server,,"productivity,workflow",https://github.com/routineco/mcp-server/blob/main/README.md
Verodat,Interact with Verodat AI Ready Data platform,Data,Official,true,4,https://github.com/Verodat/verodat-mcp-server,,"analytics,data",https://github.com/Verodat/verodat-mcp-server/blob/main/README.md
Allyson,AI-powered SVG animation generator for static files,Web Scraping,Official,true,3,https://github.com/isaiahbjork/allyson-mcp,,"content-extraction,web-scraping",https://github.com/isaiahbjork/allyson-mcp/blob/main/README.md
Coresignal,Access comprehensive B2B data on companies employees and job postings,Development,Official,true,3,https://github.com/Coresignal-com/coresignal-mcp,,"development,backend",https://github.com/Coresignal-com/coresignal-mcp/blob/main/README.md
urlDNA,Scan and analyze potentially malicious URLs using urlDNA.io,Security,Official,true,3,https://github.com/urldna/mcp,,"compliance,security",https://github.com/urldna/mcp/blob/main/README.md
Dash0,Navigate your OpenTelemetry resources investigate incidents and query metrics logs and traces,Web Scraping,Official,true,2,https://github.com/dash0hq/mcp-dash0,,"metrics,observability,web-scraping",https://github.com/dash0hq/mcp-dash0/blob/main/README.md
GoPluto AI MCP,Quick human expert access via MCP,Human Services,Official,true,2,https://github.com/gopluto-ai/gopluto-ai-mcp,,api-integration,https://github.com/gopluto-ai/gopluto-ai-mcp/blob/main/README.md
gurddy mcp,Constraint satisfaction and linear programming solver for classic problems,AI/ML,Official,true,2,https://github.com/novvoo/gurddy-mcp,,ai-ml,https://github.com/novvoo/gurddy-mcp/blob/main/README.md
Sinch Engage/MessageMedia,Communication API integration,Communication,Official,true,2,https://github.com/messagemedia/sinch-engage-mcp-server,,"api-design,communication,messaging",https://github.com/messagemedia/sinch-engage-mcp-server/blob/main/README.md
Tomba MCP,B2B email finder and verifier with lead database for outreach,Marketing,Official,true,2,https://github.com/tomba-io/tomba-mcp-server,,"communication,email",https://github.com/tomba-io/tomba-mcp-server/blob/main/README.md
CRIC Wuye AI,Interact with capabilities of the CRIC Wuye AI platform for property management,Development,Official,true,1,https://github.com/wuye-ai/mcp-server-wuye-ai,,"development,backend",https://github.com/wuye-ai/mcp-server-wuye-ai/blob/main/README.md
Engram MCP Server,Hosted MCP server providing reliable memory for AI agents,AI/ML,Official,true,1,https://github.com/lumetra-io/engram-memory-mcp,,"agents,ai-ml",https://github.com/lumetra-io/engram-memory-mcp/blob/main/README.md
freispace MCP Server,Query freispace for resource scheduling and project planning data,Productivity,Official,true,1,https://github.com/freispace/mcp-server-analytics,,"productivity,workflow",https://github.com/freispace/mcp-server-analytics/blob/main/README.md
Fulcra Context,Access personal health workouts sleep location data privately,Health,Official,true,1,https://github.com/fulcradynamics/fulcra-context-mcp,,api-integration,https://github.com/fulcradynamics/fulcra-context-mcp/blob/main/README.md
return0,Debug your remote Node.js and Next.js applications from your AI IDE,Development,Official,true,1,https://github.com/getreturn0/mcp,,"development,backend",https://github.com/getreturn0/mcp/blob/main/README.md
Rostro,Multimodal generation tool for images music and videos,AI/ML,Official,true,1,https://github.com/rostrodotdev/rostro-mcp-server,,ai-ml,https://github.com/rostrodotdev/rostro-mcp-server/blob/main/README.md
Sophtron,Financial account and transaction data access,Finance,Sponsor,true,1,https://github.com/sophtron/chagpt-mcp,,"finance,payment",https://github.com/sophtron/chagpt-mcp/blob/main/README.md
TrackMage,Shipment tracking API and logistics management capabilities,E-Commerce,Official,true,1,https://github.com/trackmage/trackmage-mcp-server,,"api-design,api-integration",https://github.com/trackmage/trackmage-mcp-server/blob/main/README.md
Urlbox Screenshots,Take screenshots generate PDFs extract HTML/markdown from websites,Utilities,Official,true,1,https://github.com/urlbox/urlbox-mcp-server,,api-integration,https://github.com/urlbox/urlbox-mcp-server/blob/main/README.md
